CustomerID,Gender,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8868-GAGIO,Male,Month-to-month,Mailed check,84.55,3713.95,No
8868-WOZGU,Male,Month-to-month,Electronic check,105.7,2979.5,Yes
8869-LIHMK,Female,Two year,Bank transfer (automatic),115.1,7334.05,No
8869-TORSS,Female,One year,Credit card (automatic),60.35,2896.4,Yes
8871-JLMHM,Female,Two year,Credit card (automatic),90.2,6297.65,No
8873-GLDMH,Female,Month-to-month,Mailed check,73.85,401.3,No
8873-TMKGR,Male,One year,Mailed check,19.1,529.5,No
8874-EJNSR,Male,Two year,Mailed check,25.2,987.95,No
8875-AKBYH,Male,Month-to-month,Electronic check,84.35,1745.2,No
8878-HMWBV,Male,Month-to-month,Electronic check,49.15,169.05,Yes
8878-RYUKI,Female,Month-to-month,Electronic check,59.45,3043.7,No
8879-XUAHX,Male,Two year,Electronic check,116.25,8564.75,No
8879-ZKJOF,Female,One year,Bank transfer (automatic),79.85,3320.75,No
8882-TLVRW,Male,Two year,Mailed check,39.1,2779.5,No
8883-ANODQ,Female,Two year,Credit card (automatic),84.4,5746.75,No
8883-GRDWQ,Male,One year,Mailed check,54.0,1055.9,No
8884-ADFVN,Male,Month-to-month,Electronic check,101.95,700.85,Yes
8884-FEEWR,Male,One year,Bank transfer (automatic),20.6,754.0,No
8884-MRNSU,Male,One year,Bank transfer (automatic),19.9,329.75,No
8885-QSQBX,Female,Month-to-month,Bank transfer (automatic),49.55,49.55,No
8887-IPQNC,Female,Month-to-month,Mailed check,44.25,313.45,No
8894-JVDCV,Female,One year,Credit card (automatic),115.05,7133.45,No
8896-BQTTI,Male,Month-to-month,Mailed check,25.0,25.0,No
8896-RAZCR,Female,Two year,Mailed check,19.9,868.1,No
8898-KASCD,Male,One year,Mailed check,35.55,1309.15,No
8901-HJXTF,Female,Month-to-month,Mailed check,29.2,309.1,Yes
8901-UPRHR,Female,Two year,Bank transfer (automatic),109.2,7711.45,No
8902-ZEOVF,Male,One year,Mailed check,20.05,951.55,No
8903-WMRNW,Female,Month-to-month,Electronic check,101.75,1669.4,No
8903-XEBGX,Male,Month-to-month,Electronic check,55.3,108.65,No
8904-OPDCK,Male,Month-to-month,Bank transfer (automatic),24.95,1364.75,No
8905-IAZPF,Female,One year,Credit card (automatic),95.65,6744.2,No
8908-NMQTX,Male,Two year,Bank transfer (automatic),65.6,4566.5,No
8908-SLFCJ,Female,Two year,Credit card (automatic),20.85,435.25,No
8909-BOLNL,Male,One year,Mailed check,21.2,52.05,No
8910-ICHIU,Female,One year,Credit card (automatic),95.65,4664.2,No
8910-LEDAG,Male,Month-to-month,Credit card (automatic),71.55,2427.35,No
8914-RBTSB,Male,Month-to-month,Electronic check,93.8,3019.5,Yes
8915-NNTRC,Male,Two year,Credit card (automatic),107.7,7919.8,No
8917-FAEMR,Female,Two year,Mailed check,19.85,784.25,No
8917-SZTTJ,Male,Two year,Credit card (automatic),19.65,1161.75,No
8919-FYFQZ,Male,Month-to-month,Electronic check,30.35,1359.7,Yes
8920-NAVAY,Male,One year,Bank transfer (automatic),110.75,7053.35,No
8920-VTVET,Female,Two year,Bank transfer (automatic),20.05,1386.9,
8922-LIEGH,Female,Month-to-month,Electronic check,89.7,2187.55,Yes
8922-NPKBJ,Male,Two year,Mailed check,19.35,867.3,No
8929-KSWIH,Male,Two year,Bank transfer (automatic),99.3,2513.5,No
8930-XOTDP,Female,Month-to-month,Mailed check,55.95,1082.8,No
8931-GJJIQ,Female,Month-to-month,Electronic check,83.3,803.3,Yes
8932-CZHRQ,Male,One year,Credit card (automatic),76.75,5233.25,No
8933-FSHGW,Female,Month-to-month,Electronic check,69.3,1813.1,
8937-FVBIE,Male,One year,Credit card (automatic),90.6,6056.15,
8937-RDTHP,Male,Month-to-month,Mailed check,84.6,84.6,Yes
8938-UMKPI,Female,Month-to-month,Electronic check,106.4,5127.95,Yes
8939-ORHIW,Male,Month-to-month,Electronic check,44.85,1442.6,
8942-DBMHZ,Male,Month-to-month,Mailed check,20.45,255.35,No
8943-URTMR,Female,Month-to-month,Mailed check,79.65,152.7,Yes
8944-AILEF,Male,Month-to-month,Credit card (automatic),19.45,340.85,No
8945-GRKHX,Female,Month-to-month,Electronic check,78.65,78.65,Yes
8945-MUQUF,Male,One year,Electronic check,94.8,4837.6,Yes
8946-BFWSG,Male,Two year,Mailed check,25.25,1573.05,No
8947-YRTDV,Male,One year,Mailed check,94.8,3131.55,No
8949-JTMAY,Female,Month-to-month,Credit card (automatic),98.6,2933.2,Yes
8950-MTZNV,Male,Month-to-month,Mailed check,44.95,44.95,No
8952-WCVCD,Female,One year,Bank transfer (automatic),104.45,4162.05,No
8954-HKVWG,Female,Month-to-month,Credit card (automatic),44.6,80.55,
8957-THMOA,Female,Two year,Credit card (automatic),20.15,970.85,No
8958-JPTRR,Female,One year,Electronic check,24.3,1261.7,No
8961-QDZZJ,Female,One year,Electronic check,95.0,5535.8,No
8963-JLGJT,Male,Month-to-month,Mailed check,55.9,157.55,No
8963-MQVYN,Female,Month-to-month,Electronic check,20.55,469.85,No
8966-KZXXA,Male,Two year,Credit card (automatic),25.1,930.95,No
8966-OIQHG,Female,One year,Bank transfer (automatic),20.75,452.35,No
8966-SNIZF,Female,Two year,Bank transfer (automatic),19.45,1303.5,No
8967-SZQAS,Female,Month-to-month,Electronic check,50.45,765.45,No
8969-PRHFK,Male,One year,Mailed check,19.65,411.25,No
8970-ANWXO,Female,One year,Mailed check,73.75,1756.6,No
8972-HJWNV,Female,Month-to-month,Electronic check,84.55,646.85,Yes
8974-OVACP,Female,Month-to-month,Mailed check,20.15,20.15,No
8975-SKGRX,Male,Two year,Bank transfer (automatic),116.1,8310.55,No
8976-OQHGT,Female,Month-to-month,Mailed check,56.5,235.1,Yes
8977-NIXDF,Male,Two year,Mailed check,19.6,197.4,
8979-CAMGB,Male,One year,Electronic check,102.1,6688.1,No
8980-WQFWL,Female,Month-to-month,Electronic check,62.1,2096.1,No
8981-FJGLA,Male,Month-to-month,Mailed check,78.0,851.8,No
8982-NHAVY,Male,One year,Bank transfer (automatic),100.5,2673.45,No
8984-EYLLL,Male,Two year,Electronic check,105.25,6823.4,No
8984-HPEMB,Female,Two year,Electronic check,118.65,8477.6,No
8985-OOPOS,Female,One year,Credit card (automatic),74.1,74.1,No
8988-ECPJR,Female,Month-to-month,Mailed check,79.6,2718.3,Yes
8990-YOZLV,Female,Two year,Mailed check,66.9,4577.9,No
8990-ZXLSU,Female,Month-to-month,Electronic check,69.05,651.5,No
8992-CEUEN,Female,Month-to-month,Electronic check,18.85,18.85,No
8992-JQYUN,Male,Month-to-month,Electronic check,50.35,50.35,Yes
8992-OBVDG,Male,Month-to-month,Mailed check,61.65,1393.6,No
8992-VONJD,Female,Month-to-month,Electronic check,56.0,764.55,No
8993-IZEUX,Male,Month-to-month,Bank transfer (automatic),69.15,488.65,No
8993-PHFWD,Female,Month-to-month,Electronic check,25.25,58.9,Yes
8996-ZROXE,Male,One year,Electronic check,53.5,3035.8,No
8999-BOHSE,Female,Month-to-month,Bank transfer (automatic),89.7,1047.7,Yes
8999-EXMNO,Female,Two year,Mailed check,20.15,387.7,No
8999-XXGNS,Female,One year,Credit card (automatic),105.75,7629.85,No
8999-YPYBV,Male,Two year,Mailed check,84.35,3858.05,No
9000-PLFUZ,Female,Two year,Credit card (automatic),49.45,2907.55,No
9003-CPATH,Male,Month-to-month,Electronic check,79.9,3313.4,No
9013-AQORL,Female,Month-to-month,Credit card (automatic),45.55,2108.35,No
9018-PCIOK,Female,Two year,Mailed check,64.75,3617.1,No
9019-QVLZD,Female,Month-to-month,Electronic check,79.55,79.55,Yes
9025-AOMKI,Female,Month-to-month,Bank transfer (automatic),93.55,536.4,Yes
9025-ZRPVR,Male,Month-to-month,Mailed check,18.95,185.6,Yes
9026-LHEVG,Female,Month-to-month,Electronic check,40.75,359.4,No
9026-RNUJS,Male,Month-to-month,Electronic check,50.35,237.25,Yes
9027-TMATR,Female,Two year,Electronic check,78.8,3460.3,No
9027-YFHQJ,Male,Month-to-month,Bank transfer (automatic),25.05,152.95,No
9028-LIHRP,Male,Two year,Credit card (automatic),100.2,7209.0,No
9029-FEGVJ,Female,Month-to-month,Mailed check,79.3,2570.0,No
9030-QGZNL,Female,Two year,Mailed check,20.85,161.65,No
9031-ZVQPT,Male,Two year,Electronic check,108.2,7840.6,No
9033-EOXWV,Female,One year,Mailed check,74.05,872.65,Yes
9036-CSKBW,Female,One year,Bank transfer (automatic),107.45,5680.9,No
9039-RBEEE,Male,Month-to-month,Credit card (automatic),48.95,1880.85,Yes
9039-ZVJDC,Male,Month-to-month,Mailed check,19.1,53.05,No
9040-KZVWO,Male,One year,Bank transfer (automatic),75.5,2018.1,No
9046-DQMTP,Male,Month-to-month,Bank transfer (automatic),20.75,739.9,No
9046-JBFWA,Male,Month-to-month,Mailed check,19.15,537.35,No
9048-JVYVF,Male,Month-to-month,Electronic check,69.35,191.35,Yes
9050-IKDZA,Female,Month-to-month,Mailed check,81.5,162.55,No
9050-QLROH,Male,Month-to-month,Credit card (automatic),90.7,1597.25,Yes
9052-DHNKM,Male,One year,Electronic check,61.55,1581.95,No
9052-VKDUW,Female,Month-to-month,Credit card (automatic),109.4,7227.45,No
9053-EJUNL,Male,Month-to-month,Electronic check,89.2,3645.75,No
9053-JZFKV,Male,Two year,Credit card (automatic),116.2,7752.3,Yes
9054-FOWNV,Male,Month-to-month,Electronic check,88.75,1885.15,No
9055-MOJJJ,Female,One year,Mailed check,65.8,4068.0,No
9057-MSWCO,Male,Month-to-month,Credit card (automatic),30.75,805.1,Yes
9057-SIHCH,Female,Month-to-month,Electronic check,96.6,291.9,Yes
9058-CBREO,Female,Month-to-month,Mailed check,50.55,50.55,Yes
9058-HRZSV,Female,Month-to-month,Electronic check,94.4,6126.15,No
9058-MJLZC,Female,Month-to-month,Electronic check,94.6,2283.15,No
9060-HJJRW,Female,One year,Credit card (automatic),56.4,2928.5,No
9061-TIHDA,Male,Month-to-month,Electronic check,95.25,1233.65,Yes
9063-ZGTUY,Female,Month-to-month,Mailed check,19.4,1182.55,Yes
9065-ZCPQX,Male,Two year,Bank transfer (automatic),78.85,5763.15,No
9066-QRSDU,Female,One year,Electronic check,26.3,1763.55,No
9067-SQTNS,Male,One year,Bank transfer (automatic),20.6,926.0,No
9067-YGSCA,Female,One year,Credit card (automatic),26.05,1856.4,No
9068-FHQHD,Female,Two year,Bank transfer (automatic),20.15,777.35,No
9068-VPWQQ,Male,Two year,Credit card (automatic),75.35,4729.3,No
9069-LGEUL,Male,Month-to-month,Bank transfer (automatic),59.95,1406.0,No
9070-BCKQP,Female,Two year,Credit card (automatic),110.15,7881.2,No
9073-ZZIAY,Male,Two year,Electronic check,86.1,5215.25,No
9074-KGVOX,Male,Month-to-month,Credit card (automatic),39.45,2021.35,No
9076-AXYIK,Male,Two year,Electronic check,102.1,6538.45,No
9078-GDRPJ,Female,Month-to-month,Electronic check,100.55,6215.35,
9079-LWTFD,Male,Month-to-month,Mailed check,100.75,4669.2,No
9079-YEXQJ,Female,Month-to-month,Electronic check,111.1,6014.85,Yes
9081-WWXKP,Female,Two year,Credit card (automatic),20.25,873.4,No
9084-OAYKL,Male,Two year,Mailed check,20.8,1212.25,No
9086-YJYXS,Male,One year,Bank transfer (automatic),77.2,2753.8,No
9087-EYCPR,Female,Two year,Mailed check,25.0,1505.05,No
9089-UOWJG,Female,Month-to-month,Credit card (automatic),58.35,740.55,No
9090-SGQXL,Male,Month-to-month,Electronic check,105.3,7299.65,Yes
9091-WTUUY,Male,Two year,Mailed check,69.25,4447.75,No
9092-GDZKO,Male,Month-to-month,Credit card (automatic),24.85,493.4,No
9093-FPDLG,Female,Month-to-month,Electronic check,94.2,999.9,No
9094-AZPHK,Female,Month-to-month,Electronic check,100.15,1415.0,No
9095-HFAFX,Female,Month-to-month,Credit card (automatic),81.0,389.6,Yes
9097-ZUBYC,Male,Month-to-month,Bank transfer (automatic),48.8,664.4,No
9099-FTUHS,Female,Month-to-month,Electronic check,54.4,1249.25,No
9101-BWFSS,Female,One year,Electronic check,108.55,5610.7,Yes
9101-NTIXF,Male,Month-to-month,Mailed check,19.4,50.6,No
9102-IAYHT,Female,Month-to-month,Electronic check,85.45,1451.6,Yes
9102-OXKFY,Male,Two year,Credit card (automatic),54.15,3116.15,No
9103-CXVOK,Male,Month-to-month,Electronic check,19.75,19.75,No
9103-TCIHJ,Female,Month-to-month,Mailed check,55.7,899.8,Yes
9107-UKCKY,Male,One year,Electronic check,79.8,4914.8,No
9108-EJFJP,Female,Month-to-month,Mailed check,53.55,53.55,No
9108-EQPNQ,Female,Two year,Credit card (automatic),26.1,225.55,No
9110-HSGTV,Female,Two year,Credit card (automatic),82.45,5555.3,No
9112-WSNPU,Female,Month-to-month,Electronic check,70.55,2419.0,No
9114-AAFQH,Female,One year,Electronic check,65.65,3094.65,No
9114-DPSIA,Male,Two year,Credit card (automatic),81.0,5750.0,No
9114-VEPUF,Male,One year,Electronic check,96.1,6001.45,No
9115-YQHGA,Male,Month-to-month,Electronic check,51.1,2092.9,No
9117-SHLZX,Male,Month-to-month,Mailed check,45.7,45.7,Yes
9121-PHQSR,Male,Month-to-month,Credit card (automatic),85.05,1391.15,No
9122-UMROB,Male,Month-to-month,Mailed check,20.3,20.3,No
9124-LHCJQ,Female,Month-to-month,Mailed check,85.45,85.45,Yes
9127-FHJBZ,Male,Two year,Electronic check,114.0,8093.15,No
9127-QRZMH,Male,One year,Bank transfer (automatic),59.85,2603.95,No
9128-CPXKI,Female,Two year,Electronic check,95.8,5655.45,No
9129-UXERG,Female,Month-to-month,Credit card (automatic),103.6,1806.35,No
9133-AYJZG,Female,Month-to-month,Credit card (automatic),98.7,2249.1,No
9134-CEQMF,Male,Month-to-month,Electronic check,89.5,676.7,Yes
9134-WYRVP,Male,One year,Mailed check,86.35,4267.15,No
9135-HSWOC,Male,Two year,Bank transfer (automatic),19.7,1274.05,No
9135-MGVPY,Male,Two year,Mailed check,84.7,5878.9,No
9136-ALYBR,Male,Month-to-month,Mailed check,24.45,24.45,Yes
9137-NOQKA,Male,Month-to-month,Electronic check,19.2,37.2,No
9137-UIYPG,Female,Month-to-month,Electronic check,106.9,3756.45,No
9138-EFSMO,Male,One year,Bank transfer (automatic),78.95,2034.25,No
9139-TWBAS,Female,One year,Bank transfer (automatic),47.85,1190.5,No
9139-WQQDY,Female,One year,Mailed check,100.45,4941.8,Yes
9140-CZQZZ,Female,Two year,Bank transfer (automatic),79.6,5515.8,No
9142-KZXOP,Male,Month-to-month,Credit card (automatic),68.85,2958.95,No
9142-XMYJH,Female,Month-to-month,Credit card (automatic),19.35,601.6,No
9143-CANJF,Female,Month-to-month,Electronic check,55.15,1319.85,No
9146-JRIOX,Female,Month-to-month,Mailed check,25.55,372.45,No
9150-HEPMB,Male,One year,Mailed check,52.7,3019.7,No
9150-KPBJQ,Female,Two year,Credit card (automatic),19.65,116.85,No
9152-AMKAK,Male,Two year,Mailed check,80.25,493.4,No
9153-BTBVV,Female,Two year,Bank transfer (automatic),25.0,1753.0,No
9154-QDGTH,Male,One year,Credit card (automatic),104.3,4451.85,No
9158-VCTQB,Female,Month-to-month,Bank transfer (automatic),113.6,4594.95,Yes
9162-MVWXH,Male,Month-to-month,Mailed check,45.7,45.7,
9163-GHAYE,Female,Month-to-month,Electronic check,48.85,736.8,No
9167-APMXZ,Female,Month-to-month,Bank transfer (automatic),84.15,1821.95,No
9168-INPSZ,Female,Month-to-month,Electronic check,104.15,4495.65,No
9169-BSVIN,Male,Month-to-month,Bank transfer (automatic),74.75,827.05,No
9170-ARBTB,Female,One year,Credit card (automatic),19.6,1012.4,No
9170-CCKOU,Male,Month-to-month,Credit card (automatic),90.2,1454.15,Yes
9170-GYZJC,Female,Month-to-month,Credit card (automatic),79.9,3326.2,Yes
9172-ANCRX,Female,Month-to-month,Electronic check,98.7,973.25,Yes
9172-JITSM,Female,Month-to-month,Electronic check,90.8,2361.8,Yes
9173-IVZVP,Female,Two year,Mailed check,20.9,1146.05,No
9174-FKWZE,Female,Month-to-month,Electronic check,19.45,19.45,Yes
9174-IHETN,Female,Two year,Credit card (automatic),70.35,3533.6,No
9178-JHUVJ,Male,Two year,Bank transfer (automatic),24.1,587.4,No
9182-EFTQG,Female,One year,Credit card (automatic),78.35,3211.2,
9184-GALIL,Female,Month-to-month,Mailed check,20.45,781.25,No
9185-TQCVP,Male,Month-to-month,Electronic check,85.15,1139.2,Yes
9189-JWSHV,Female,Month-to-month,Electronic check,93.55,2264.05,Yes
9190-MFJLN,Male,Month-to-month,Credit card (automatic),95.9,1777.9,Yes
9191-MYQKX,Female,Month-to-month,Bank transfer (automatic),75.15,496.9,Yes
9194-GFVOI,Female,Two year,Credit card (automatic),84.35,3571.6,No
9199-PWQVC,Female,One year,Credit card (automatic),79.7,4786.15,No
9200-NLNPD,Male,One year,Bank transfer (automatic),54.05,2959.8,No
9206-GVPEQ,Male,Month-to-month,Electronic check,54.45,706.85,Yes
9207-ZPANB,Male,One year,Electronic check,67.45,2443.3,No
9208-OLGAQ,Female,Month-to-month,Electronic check,84.95,1443.65,No
9209-NWPGU,Male,One year,Electronic check,65.4,2774.55,No
9210-IAHGH,Female,Month-to-month,Credit card (automatic),70.75,450.8,Yes
9214-EKVXR,Female,Month-to-month,Mailed check,44.0,44.0,No
9218-TUMIQ,Female,Month-to-month,Electronic check,100.15,6283.3,
9220-CXRSC,Female,Two year,Credit card (automatic),61.4,4059.85,No
9220-ZNKJI,Female,Two year,Credit card (automatic),88.8,4805.3,No
9221-OTIVJ,Female,Month-to-month,Electronic check,104.85,1531.4,Yes
9223-UCPVT,Female,Month-to-month,Electronic check,94.4,94.4,Yes
9224-VTYID,Male,Two year,Mailed check,90.5,4318.35,No
9225-BZLNZ,Male,Two year,Electronic check,85.25,6083.1,No
9227-LUNBG,Female,Month-to-month,Electronic check,24.6,24.6,Yes
9227-UAQFT,Male,Two year,Mailed check,19.75,284.35,No
9227-YBAXE,Female,Two year,Bank transfer (automatic),82.5,5215.1,No
9228-KNQVN,Female,One year,Credit card (automatic),107.0,6152.3,
9229-RQABD,Male,One year,Mailed check,23.75,424.5,No
9231-ZJYAM,Female,Month-to-month,Electronic check,78.85,292.8,Yes
9233-PSYHO,Female,One year,Bank transfer (automatic),100.15,4459.8,No
9236-NDUCW,Female,Two year,Mailed check,35.1,770.4,No
9237-HQITU,Female,Month-to-month,Electronic check,70.7,151.65,Yes
9239-GZHZE,Female,Two year,Credit card (automatic),113.65,8124.2,No
9239-YGYBO,Female,One year,Bank transfer (automatic),54.15,701.05,
9239-ZBZZV,Female,Month-to-month,Electronic check,47.95,305.1,Yes
9242-TKFSV,Male,Two year,Credit card (automatic),65.1,4754.3,No
9243-TUYBL,Male,Month-to-month,Electronic check,105.8,2998.0,
9244-ZVAPM,Male,Month-to-month,Mailed check,45.6,45.6,No
9248-OJYKK,Male,Month-to-month,Electronic check,76.45,76.45,Yes
9249-FXSCK,Female,One year,Credit card (automatic),111.25,5916.45,Yes
9250-WYPLL,Female,Month-to-month,Electronic check,75.55,413.65,Yes
9251-AWQGT,Female,Two year,Mailed check,20.0,935.9,No
9251-WNSOD,Female,One year,Mailed check,75.1,5064.45,No
9253-QXKBE,Male,Month-to-month,Electronic check,94.45,2653.65,Yes
9253-VIFJQ,Male,One year,Credit card (automatic),67.05,4309.55,No
9254-RBFON,Female,One year,Bank transfer (automatic),98.6,1704.95,Yes
9256-JTBNZ,Female,Month-to-month,Bank transfer (automatic),20.3,246.3,No
9257-AZMTZ,Female,Two year,Bank transfer (automatic),20.1,1078.75,No
9258-CNWAC,Female,Two year,Credit card (automatic),113.65,8166.8,No
9259-PACGQ,Female,Month-to-month,Electronic check,62.65,2274.9,Yes
9261-WDCAF,Male,Month-to-month,Mailed check,54.65,189.1,No
9269-CQOOL,Male,Month-to-month,Credit card (automatic),54.7,169.45,Yes
9272-LSVYH,Male,Month-to-month,Mailed check,70.15,735.5,No
9274-CNFMO,Male,Month-to-month,Electronic check,74.95,308.7,Yes
9274-UARKJ,Female,Month-to-month,Bank transfer (automatic),83.2,1130.0,No
9277-JOOMO,Female,Month-to-month,Mailed check,24.6,86.35,No
9278-VZKCD,Female,Month-to-month,Electronic check,109.1,5647.95,No
9279-CJEOJ,Female,Month-to-month,Bank transfer (automatic),95.4,2025.1,No
9281-CEDRU,Female,Two year,Bank transfer (automatic),64.1,4326.25,No
9281-OFDMF,Male,Month-to-month,Electronic check,90.7,3413.25,No
9281-PKKZE,Female,Month-to-month,Electronic check,43.95,2007.85,No
9282-IZGQK,Female,Month-to-month,Electronic check,85.0,85.0,Yes
9283-LZQOH,Male,Month-to-month,Credit card (automatic),74.4,896.75,Yes
9286-BHDQG,Male,Two year,Credit card (automatic),45.25,3139.8,No
9286-DOJGF,Female,Month-to-month,Bank transfer (automatic),74.95,2869.85,Yes
9289-LBQVU,Male,One year,Mailed check,70.15,4480.7,No
9290-SHCMB,Female,Month-to-month,Electronic check,96.85,1235.55,No
9294-TDIPC,Male,Month-to-month,Mailed check,20.2,83.75,No
9297-EONCV,Female,Two year,Bank transfer (automatic),91.35,6697.2,No
9297-FVVDH,Female,Two year,Electronic check,84.5,4845.4,No
9298-WGMRW,Female,Two year,Bank transfer (automatic),115.5,8312.75,No
9300-AGZNL,Male,Month-to-month,Electronic check,94.0,94.0,Yes
9300-RENDD,Male,Month-to-month,Electronic check,79.95,79.95,Yes
9305-CDSKC,Female,Month-to-month,Electronic check,99.65,820.5,Yes
9306-CPCBC,Female,Month-to-month,Electronic check,74.25,210.3,Yes
9308-ANMVE,Male,Month-to-month,Electronic check,55.3,2654.05,No
9309-BZGNT,Male,One year,Credit card (automatic),29.8,2134.3,No
9313-CDOGY,Male,Month-to-month,Electronic check,19.6,717.3,No
9313-QOLTZ,Male,Month-to-month,Mailed check,20.9,518.3,No
9314-IJWSQ,Female,Month-to-month,Electronic check,84.8,1203.9,No
9314-QDMDW,Male,One year,Electronic check,61.25,729.95,No
9317-WZPGV,Female,Month-to-month,Bank transfer (automatic),79.75,159.4,Yes
9318-NKNFC,Male,Month-to-month,Mailed check,18.85,18.85,Yes
9323-HGFWY,Female,One year,Credit card (automatic),101.9,2681.15,No
9327-QSDED,Male,Month-to-month,Mailed check,43.55,335.4,No
9330-DHBFL,Female,One year,Mailed check,66.25,1533.8,No
9330-IJWIO,Female,Month-to-month,Electronic check,100.35,1358.85,Yes
9330-VOFSZ,Female,Two year,Credit card (automatic),110.8,6640.7,No
9332-GYWLO,Female,Month-to-month,Electronic check,54.85,355.1,No
9334-GWGOW,Male,Month-to-month,Electronic check,74.85,485.25,No
9337-SRRNI,Male,Two year,Credit card (automatic),25.3,1673.8,No
9339-FIIJL,Male,Two year,Bank transfer (automatic),85.95,6151.9,No
9342-VNIMQ,Male,Month-to-month,Bank transfer (automatic),54.65,1665.2,No
9347-AERRL,Male,One year,Credit card (automatic),19.3,486.2,No
9348-ROUAI,Female,Two year,Credit card (automatic),90.3,5194.05,No
9348-YVOMK,Male,Month-to-month,Credit card (automatic),44.8,176.2,No
9350-VLHMB,Male,Month-to-month,Bank transfer (automatic),89.55,6373.1,No
9350-ZXYJC,Female,Two year,Credit card (automatic),25.3,116.95,No
9351-HXDMR,Male,Two year,Credit card (automatic),110.9,8240.85,No
9351-LZYGF,Female,Month-to-month,Credit card (automatic),66.4,2727.8,No
9355-NPPFS,Female,Month-to-month,Electronic check,78.8,2006.1,No
9356-AXGMP,Male,One year,Electronic check,110.7,4428.6,No
9357-UJRUN,Male,One year,Electronic check,58.35,1346.9,No
9359-JANWS,Female,Two year,Credit card (automatic),58.9,3857.1,No
9359-UGBTK,Female,One year,Bank transfer (automatic),72.35,4991.5,No
9360-AHGNL,Female,One year,Mailed check,109.55,4830.25,Yes
9360-OMDZZ,Male,Month-to-month,Electronic check,94.1,2322.85,No
9361-YNQWJ,Female,One year,Bank transfer (automatic),24.4,1601.2,No
9362-MWODR,Female,Month-to-month,Credit card (automatic),64.1,2460.35,No
9364-HVJRK,Male,Month-to-month,Mailed check,45.15,438.4,
9364-YKUVW,Male,Month-to-month,Mailed check,19.8,309.4,No
9365-CSLBQ,Male,Two year,Mailed check,24.35,1654.6,No
9365-SRSZE,Male,Month-to-month,Electronic check,70.55,1943.9,No
9366-PGOCJ,Male,One year,Mailed check,54.65,3134.7,
9367-OIUXP,Male,Month-to-month,Mailed check,20.7,73.05,No
9367-TCUYN,Female,Month-to-month,Mailed check,20.1,223.6,No
9367-WXLCH,Male,Month-to-month,Bank transfer (automatic),84.5,662.65,Yes
9369-XFEHK,Female,Month-to-month,Bank transfer (automatic),80.6,2656.5,Yes
9371-BITHB,Female,Two year,Mailed check,19.85,1070.5,No
9371-CLMGW,Female,Month-to-month,Electronic check,89.3,577.6,
9372-TXXPS,Female,Two year,Bank transfer (automatic),59.85,3483.45,No
9373-WSLOY,Male,Month-to-month,Electronic check,50.0,1750.85,No
9374-YOLBJ,Female,Month-to-month,Electronic check,19.25,19.25,No
9375-MHRRS,Male,Month-to-month,Mailed check,50.05,288.35,No
9378-FXTIZ,Female,One year,Credit card (automatic),70.15,3715.65,Yes
9381-NDKME,Female,Month-to-month,Credit card (automatic),40.65,933.3,Yes
9385-EHGDO,Female,Two year,Mailed check,19.85,739.35,No
9385-NXKDA,Female,Two year,Credit card (automatic),82.65,5919.35,No
9386-LDCZR,Male,One year,Credit card (automatic),90.65,3882.3,No
9388-ZEYVT,Male,One year,Electronic check,44.15,1931.3,No
9389-ACWBI,Female,Month-to-month,Credit card (automatic),69.95,320.4,No
9391-DXGGG,Female,One year,Credit card (automatic),89.15,3990.75,No
9391-EOYLI,Male,Month-to-month,Electronic check,80.45,950.2,Yes
9391-LMANN,Male,One year,Electronic check,95.95,5036.9,No
9391-TTOYH,Female,Month-to-month,Mailed check,19.5,470.2,No
9391-YZEJW,Female,One year,Bank transfer (automatic),94.0,5757.2,No
9392-XBGTD,Male,Two year,Mailed check,20.6,581.85,No
9395-RFMFG,Male,Month-to-month,Electronic check,54.4,475.1,
9396-ZSFLL,Female,Month-to-month,Mailed check,48.85,631.4,No
9397-TZSHA,Female,Two year,Credit card (automatic),24.6,1678.05,No
9398-MMQTO,Male,Month-to-month,Credit card (automatic),74.45,221.1,No
9399-APLBT,Female,Month-to-month,Electronic check,74.7,74.7,Yes
9402-CXWPL,Female,One year,Electronic check,98.9,6838.6,No
9402-ORRAH,Female,Month-to-month,Electronic check,91.5,1400.3,No
9402-ROUMJ,Female,One year,Bank transfer (automatic),100.25,6689.0,No
9405-GPBBG,Female,Two year,Credit card (automatic),110.5,7069.25,No
9408-HRXRK,Female,Month-to-month,Electronic check,105.15,4730.9,No
9408-SSNVZ,Female,Month-to-month,Electronic check,70.15,268.35,Yes
9411-TPQQV,Female,One year,Bank transfer (automatic),54.55,2236.2,No
9412-ARGBX,Female,Two year,Mailed check,95.5,4627.85,Yes
9412-GHEEC,Male,Month-to-month,Bank transfer (automatic),104.8,4131.95,Yes
9415-DPEWS,Female,Month-to-month,Electronic check,88.35,1639.3,Yes
9415-TPKRV,Female,Month-to-month,Electronic check,55.75,446.8,No
9415-ZNBSX,Female,Two year,Bank transfer (automatic),89.0,6293.2,No
9418-RUKPH,Female,Two year,Mailed check,19.95,756.4,No
9419-IPPBE,Female,One year,Electronic check,90.15,4554.85,No
9420-LOJKX,Female,Month-to-month,Credit card (automatic),99.1,1426.4,Yes
9424-CMPOG,Male,Two year,Mailed check,19.6,197.4,No
9426-SXNHE,Female,Month-to-month,Bank transfer (automatic),18.75,53.15,No
9430-FRQOC,Female,Month-to-month,Mailed check,87.1,341.45,Yes
